customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag
C101578,Female,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,59.32,795.2,Yes,1
C101579,Male,0,No,No,25,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,52.14,1283.64,Yes,1
C101580,Female,0,No,No,69,No,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card,37.06,2521.7,Yes,1
C101581,Female,1,Yes,No,57,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.88,5312.47,No,0
C101582,Male,0,No,No,39,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,18.0,739.49,No,0
C101583,Female,0,No,Yes,50,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,18.0,904.81,Yes,1
C101584,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,68.99,303.9,Yes,1
C101585,Female,0,No,No,31,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,83.96,2718.08,Yes,1
C101586,Male,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer,67.33,128.33,No,0
C101587,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,130.88,6908.4,Yes,1
C101588,Male,0,No,Yes,10,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.41,553.36,Yes,1
C101589,Female,0,No,No,52,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,60.91,3182.42,No,0
C101590,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer,68.79,439.51,No,0
C101591,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,71.25,1740.78,No,0
C101592,Female,0,No,No,39,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card,66.3,2547.91,No,0
C101593,Female,0,Yes,No,31,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,64.79,2042.13,Yes,1
C101594,Female,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,30.82,928.8,Yes,1
C101595,Female,0,No,Yes,2,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,90.66,175.01,No,0
C101596,Female,0,No,Yes,61,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card,99.37,6083.43,Yes,1
C101597,Male,0,Yes,Yes,26,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,55.85,1466.7,No,0
C101598,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,68.67,2974.79,Yes,1
C101599,Male,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,116.65,2762.78,Yes,1
C101600,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer,47.4,2861.96,No,0
C101601,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card,76.16,3281.45,Yes,1
C101602,Female,0,No,No,45,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.98,3277.43,Yes,1
C101603,Male,0,Yes,No,13,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card,118.13,1582.3,No,0
C101604,Female,0,No,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer,125.73,903.41,Yes,1
C101605,Male,0,No,Yes,47,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,93.89,4523.02,No,0
C101606,Female,0,No,Yes,13,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card,160.0,2033.58,Yes,1
C101607,Male,0,Yes,No,64,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,70.86,4515.02,No,0
C101608,Female,0,No,No,6,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer,18.0,180.66,Yes,1
C101609,Male,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.66,2708.08,Yes,1
C101610,Male,0,Yes,No,54,No,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,56.47,3006.41,No,0
C101611,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,116.51,1378.65,Yes,1
C101612,Female,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card,64.4,3533.05,Yes,1
C101613,Male,0,Yes,Yes,55,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,109.79,6108.88,Yes,1
C101614,Female,0,Yes,Yes,14,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,94.13,1311.04,No,0
C101615,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,78.83,4405.99,Yes,1
C101616,Male,0,No,Yes,57,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,82.1,4666.48,Yes,1
C101617,Male,0,No,No,34,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,78.53,2675.46,Yes,1
C101618,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,104.13,1579.12,No,0
C101619,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,62.49,531.35,Yes,1
C101620,Male,0,No,Yes,44,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,58.54,2648.97,Yes,1
C101621,Female,1,No,No,39,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card,82.31,3156.0,Yes,1
C101622,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,75.85,4010.67,No,0
C101623,Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card,63.75,829.77,Yes,1
C101624,Female,0,No,No,58,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,135.56,7840.3,No,0
C101625,Male,1,No,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.43,4804.49,Yes,1
C101626,Male,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.24,1451.66,Yes,1
C101627,Male,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,87.98,4023.09,No,0
C101628,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,41.76,209.4,Yes,1
C101629,Female,0,No,No,54,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,35.62,1968.33,Yes,1
C101630,Male,0,Yes,No,43,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Credit card,94.05,4097.57,No,0
C101631,Male,0,Yes,Yes,17,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,44.24,726.89,No,0
C101632,Female,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,71.24,1092.51,Yes,1
C101633,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer,38.8,392.15,Yes,1
C101634,Male,0,Yes,No,19,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,61.3,1217.53,Yes,1
C101635,Male,0,No,No,44,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,57.04,2473.38,Yes,1
C101636,Male,1,Yes,No,63,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,67.16,4236.68,Yes,1
C101637,Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,139.22,8051.01,Yes,1
C101638,Male,1,No,Yes,21,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.46,2228.52,No,0
C101639,Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card,66.61,3035.53,No,0
C101640,Female,0,No,No,28,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,63.81,1769.39,Yes,1
C101641,Male,0,Yes,No,44,No,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,48.84,2211.38,No,0
C101642,Male,0,No,No,8,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,38.88,287.48,No,0
C101643,Female,0,Yes,No,23,No,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,65.53,1510.8,Yes,1
C101644,Male,0,No,Yes,14,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card,109.98,1506.07,Yes,1
C101645,Male,0,No,No,35,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,18.0,676.04,No,0
C101646,Male,1,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,100.65,1260.6,Yes,1
C101647,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,104.43,4529.7,Yes,1
C101648,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,18.0,1242.28,Yes,1
C101649,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,71.11,5015.58,Yes,1
C101650,Male,0,Yes,Yes,35,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card,56.91,1945.77,No,0
C101651,Female,0,No,No,60,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,65.0,3938.44,Yes,1
C101652,Female,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,76.43,2957.79,No,0
C101653,Male,0,No,Yes,26,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.54,2110.6,Yes,1
C101654,Female,0,Yes,Yes,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,28.88,-13.86,Yes,1
C101655,Male,0,Yes,No,33,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,118.81,3910.3,No,0
C101656,Female,0,No,Yes,67,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,55.73,3711.13,Yes,1
C101657,Male,1,No,No,20,No,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer,148.91,2942.47,No,0
C101658,Male,0,Yes,Yes,32,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,41.73,1248.1,Yes,1
C101659,Female,0,No,Yes,6,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,38.27,163.43,Yes,1
C101660,Male,0,No,No,64,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,79.71,5157.85,No,0
C101661,Male,1,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,96.96,152.11,Yes,1
C101662,Female,0,No,No,50,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,108.21,5443.99,No,0
C101663,Male,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.36,2139.84,Yes,1
C101664,Male,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card,59.99,3462.19,Yes,1
C101665,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,125.98,608.7,Yes,1
C101666,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,58.93,1645.94,No,0
C101667,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,96.71,1580.67,No,0
C101668,Male,0,No,Yes,59,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card,18.0,1000.61,Yes,1
C101669,Female,0,No,Yes,21,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,21.62,450.73,Yes,1
C101670,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,98.98,2295.77,No,0
C101671,Male,0,No,No,50,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,65.55,3314.71,Yes,1
C101672,Female,0,No,Yes,49,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.68,4591.83,No,0
C101673,Male,0,Yes,Yes,10,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer,51.17,502.53,Yes,1
C101674,Male,1,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,20.31,1046.98,Yes,1
C101675,Male,0,No,No,70,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.78,5114.9,Yes,1
C101676,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,28.09,1145.74,No,0
C101677,Male,0,No,Yes,38,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.76,2863.12,No,0
C101678,Female,0,No,No,68,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,41.03,2800.04,No,0
C101679,Female,0,No,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,89.57,4270.54,Yes,1
C101680,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,61.9,3440.12,Yes,1
C101681,Female,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.94,1279.53,No,0
C101682,Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,80.25,1532.59,No,0
C101683,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card,97.87,1391.06,No,0
C101684,Male,0,No,No,68,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,75.47,5046.12,Yes,1
C101685,Male,0,Yes,Yes,50,No,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,123.47,6229.02,Yes,1
C101686,Female,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,122.23,7446.84,Yes,1
C101687,Male,0,Yes,No,36,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card,48.95,1786.95,Yes,1
C101688,Male,0,No,No,5,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,36.48,165.98,Yes,1
C101689,Female,0,No,Yes,70,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Mailed check,33.33,2390.71,Yes,1
C101690,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,124.08,3113.34,Yes,1
C101691,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,33.46,241.58,Yes,1
C101692,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,58.34,269.7,Yes,1
C101693,Male,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card,70.33,1282.0,Yes,1
C101694,Male,1,Yes,No,30,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,123.13,3673.41,Yes,1
C101695,Female,0,No,No,20,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,30.69,605.99,Yes,1
C101696,Male,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,102.61,2421.24,Yes,1
C101697,Male,0,No,No,14,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Credit card,70.42,1002.48,Yes,1
C101698,Male,0,Yes,No,34,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.17,2182.85,Yes,1
C101699,Female,0,No,Yes,48,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card,69.2,3256.7,No,0
C101700,Male,0,Yes,No,42,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.88,2074.8,Yes,1
C101701,Female,1,Yes,No,40,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,57.53,2255.48,Yes,1
C101702,Male,0,No,No,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,48.28,1763.67,Yes,1
C101703,Male,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,30.66,1687.04,No,0
C101704,Male,0,Yes,No,41,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,34.68,1380.0,Yes,1
C101705,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card,105.48,4802.71,No,0
C101706,Male,0,No,No,60,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,59.49,3521.81,No,0
C101707,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card,90.13,1150.27,No,0
C101708,Female,0,No,No,67,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,64.67,4293.0,No,0
C101709,Female,0,No,No,52,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,64.16,3330.07,Yes,1
C101710,Male,0,Yes,Yes,33,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,67.72,2141.74,Yes,1
C101711,Male,0,No,Yes,23,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,91.92,2071.81,Yes,1
C101712,Male,0,Yes,No,19,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.42,1001.44,Yes,1
C101713,Male,0,No,No,68,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,65.37,4382.29,Yes,1
C101714,Female,0,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,97.13,2783.61,Yes,1
C101715,Female,0,Yes,No,6,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,102.51,677.02,No,0
C101716,Female,0,No,Yes,35,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,114.56,4007.56,Yes,1
C101717,Male,1,No,No,37,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,41.13,1435.69,No,0
C101718,Female,0,Yes,Yes,51,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card,50.81,2621.09,No,0
C101719,Male,0,No,Yes,14,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,64.04,955.83,Yes,1
C101720,Female,1,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,30.55,1373.54,No,0
C101721,Male,0,Yes,Yes,22,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,96.17,2087.82,Yes,1
C101722,Male,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.65,778.04,Yes,1
C101723,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,65.36,2786.19,Yes,1
C101724,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,100.89,1350.14,Yes,1
C101725,Female,0,Yes,Yes,48,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,47.34,2271.9,No,0
C101726,Female,0,No,No,20,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,103.86,2118.59,Yes,1
C101727,Male,0,No,Yes,14,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,122.26,1662.19,No,0
C101728,Female,0,No,No,13,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.23,1064.24,Yes,1
C101729,Female,0,Yes,No,41,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card,69.79,2773.72,Yes,1
C101730,Female,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,75.05,1038.31,Yes,1
C101731,Male,0,Yes,Yes,62,No,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer,28.33,1656.01,Yes,1
C101732,Male,0,No,No,67,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,64.11,4304.47,Yes,1
C101733,Female,1,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card,131.74,3481.59,No,0
C101734,Male,1,Yes,Yes,52,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,133.75,6933.25,Yes,1
C101735,Female,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,72.74,3717.82,Yes,1
C101736,Male,1,No,No,62,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,53.66,3301.74,No,0
C101737,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,100.87,5262.92,Yes,1
C101738,Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card,68.93,3900.61,Yes,1
C101739,Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,98.39,5017.21,Yes,1
C101740,Female,0,No,Yes,42,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,47.71,1977.24,Yes,1
C101741,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card,79.17,489.37,Yes,1
C101742,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,59.16,2516.32,Yes,1
C101743,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.83,225.24,Yes,1
C101744,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,52.88,3532.18,No,0
C101745,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.81,357.85,Yes,1
C101746,Female,0,Yes,No,40,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,79.09,3122.87,No,0
C101747,Male,0,Yes,Yes,3,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,90.87,233.42,Yes,1
C101748,Male,0,Yes,No,1,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,65.18,115.6,Yes,1
C101749,Male,0,No,No,66,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer,113.5,7470.0,Yes,1
C101750,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card,31.4,652.87,No,0
C101751,Female,0,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,25.11,1753.85,No,0
C101752,Female,0,No,No,42,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,52.19,2213.99,Yes,1
C101753,Male,0,No,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,70.32,4853.98,Yes,1
C101754,Male,1,No,Yes,8,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,118.71,936.27,No,0
C101755,Female,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card,64.42,1741.03,Yes,1
C101756,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,41.62,994.65,Yes,1
C101757,Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.74,138.82,No,0
C101758,Male,0,No,No,48,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,72.43,3486.94,Yes,1
C101759,Male,0,No,Yes,16,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,37.7,666.1,Yes,1
C101760,Female,0,No,Yes,62,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,127.9,7948.21,Yes,1
C101761,Male,0,No,Yes,54,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer,18.0,1058.56,No,0
C101762,Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card,47.11,1030.05,Yes,1
C101763,Male,0,Yes,Yes,33,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.15,1765.71,No,0
C101764,Male,0,No,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card,40.75,2774.46,No,0
C101765,Female,1,No,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card,90.19,1227.96,Yes,1
