customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C101537,Female,0,No,No,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,79.47,2434.98,No
C101538,Female,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,85.99,1746.3,No
C101539,Male,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,78.24,3325.43,Yes
C101540,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,81.37,5117.98,No
C101541,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,59.21,1417.21,Yes
C101542,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,75.22,3762.52,No
C101543,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card,40.62,299.7,Yes
C101544,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,58.99,304.72,No
C101545,Female,0,No,Yes,23,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,18.0,474.69,Yes
C101546,Female,0,Yes,No,18,No,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer,38.29,650.52,No
C101547,Male,0,No,No,8,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,43.6,329.33,Yes
C101548,Male,0,No,Yes,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,45.09,1556.93,Yes
C101549,Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,91.87,3580.11,Yes
C101550,Male,0,No,No,23,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,22.83,457.27,No
C101551,Male,0,Yes,No,47,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.84,2485.55,Yes
C101552,Male,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.33,5543.28,No
C101553,Female,1,No,Yes,68,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,30.25,1999.83,Yes
C101554,Female,0,No,No,52,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,108.06,5564.75,No
C101555,Male,1,No,No,53,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,75.36,3998.1,No
C101556,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,90.68,3747.49,Yes
C101557,Male,0,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,41.67,1880.48,Yes
C101558,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,47.2,615.97,Yes
C101559,Male,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer,65.72,1870.66,Yes
C101560,Male,0,No,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card,94.35,488.76,Yes
C101561,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,93.45,555.45,Yes
C101562,Female,0,No,Yes,36,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.92,2932.09,Yes
C101563,Female,0,Yes,No,52,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,63.44,3300.23,No
C101564,Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card,46.92,791.84,Yes
C101565,Male,0,No,No,37,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer,101.53,3756.3,Yes
C101566,Male,0,Yes,No,58,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,59.39,3467.09,Yes
C101567,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,23.78,104.77,Yes
C101568,Male,0,Yes,No,67,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,41.17,2708.17,Yes
C101569,Female,1,No,No,43,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.89,2107.01,Yes
C101570,Female,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,59.73,2765.17,Yes
C101571,Female,1,No,Yes,34,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer,67.81,2286.97,No
C101572,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,28.96,1762.64,No
C101573,Female,0,No,No,51,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card,55.46,2804.16,Yes
C101574,Female,0,No,Yes,7,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,59.28,448.69,Yes
C101575,Male,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer,63.95,2620.98,Yes
C101576,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.66,113.2,Yes
C101577,Female,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card,144.17,9794.75,No
C101578,Female,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,59.32,795.2,Yes
C101579,Male,0,No,No,25,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,52.14,1283.64,Yes
C101580,Female,0,No,No,69,No,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card,37.06,2521.7,Yes
C101581,Female,1,Yes,No,57,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.88,5312.47,No
C101582,Male,0,No,No,39,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,18.0,739.49,No
C101583,Female,0,No,Yes,50,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,18.0,904.81,Yes
C101584,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,68.99,303.9,Yes
C101585,Female,0,No,No,31,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,83.96,2718.08,Yes
C101586,Male,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer,67.33,128.33,No
C101587,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,130.88,6908.4,Yes
C101588,Male,0,No,Yes,10,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.41,553.36,Yes
C101589,Female,0,No,No,52,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,60.91,3182.42,No
C101590,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer,68.79,439.51,No
C101591,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,71.25,1740.78,No
C101592,Female,0,No,No,39,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card,66.3,2547.91,No
C101593,Female,0,Yes,No,31,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,64.79,2042.13,Yes
C101594,Female,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,30.82,928.8,Yes
C101595,Female,0,No,Yes,2,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,90.66,175.01,No
C101596,Female,0,No,Yes,61,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card,99.37,6083.43,Yes
C101597,Male,0,Yes,Yes,26,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,55.85,1466.7,No
C101598,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,68.67,2974.79,Yes
C101599,Male,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,116.65,2762.78,Yes
C101600,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer,47.4,2861.96,No
C101601,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card,76.16,3281.45,Yes
C101602,Female,0,No,No,45,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.98,3277.43,Yes
C101603,Male,0,Yes,No,13,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card,118.13,1582.3,No
C101604,Female,0,No,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer,125.73,903.41,Yes
C101605,Male,0,No,Yes,47,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,93.89,4523.02,No
C101606,Female,0,No,Yes,13,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card,160.0,2033.58,Yes
C101607,Male,0,Yes,No,64,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,70.86,4515.02,No
C101608,Female,0,No,No,6,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer,18.0,180.66,Yes
C101609,Male,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.66,2708.08,Yes
C101610,Male,0,Yes,No,54,No,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,56.47,3006.41,No
C101611,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,116.51,1378.65,Yes
C101612,Female,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card,64.4,3533.05,Yes
C101613,Male,0,Yes,Yes,55,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,109.79,6108.88,Yes
C101614,Female,0,Yes,Yes,14,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,94.13,1311.04,No
C101615,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,78.83,4405.99,Yes
C101616,Male,0,No,Yes,57,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,82.1,4666.48,Yes
C101617,Male,0,No,No,34,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,78.53,2675.46,Yes
C101618,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,104.13,1579.12,No
C101619,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,62.49,531.35,Yes
C101620,Male,0,No,Yes,44,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,58.54,2648.97,Yes
C101621,Female,1,No,No,39,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card,82.31,3156.0,Yes
C101622,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,75.85,4010.67,No
C101623,Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card,63.75,829.77,Yes
C101624,Female,0,No,No,58,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,135.56,7840.3,No
C101625,Male,1,No,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.43,4804.49,Yes
C101626,Male,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.24,1451.66,Yes
C101627,Male,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,87.98,4023.09,No
C101628,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,41.76,209.4,Yes
C101629,Female,0,No,No,54,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,35.62,1968.33,Yes
C101630,Male,0,Yes,No,43,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Credit card,94.05,4097.57,No
C101631,Male,0,Yes,Yes,17,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,44.24,726.89,No
C101632,Female,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,71.24,1092.51,Yes
C101633,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer,38.8,392.15,Yes
C101634,Male,0,Yes,No,19,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,61.3,1217.53,Yes
C101635,Male,0,No,No,44,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,57.04,2473.38,Yes
C101636,Male,1,Yes,No,63,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,67.16,4236.68,Yes
C101637,Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,139.22,8051.01,Yes
C101638,Male,1,No,Yes,21,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.46,2228.52,No
C101639,Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card,66.61,3035.53,No
C101640,Female,0,No,No,28,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,63.81,1769.39,Yes
C101641,Male,0,Yes,No,44,No,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,48.84,2211.38,No
C101642,Male,0,No,No,8,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,38.88,287.48,No
C101643,Female,0,Yes,No,23,No,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,65.53,1510.8,Yes
C101644,Male,0,No,Yes,14,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card,109.98,1506.07,Yes
C101645,Male,0,No,No,35,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,18.0,676.04,No
C101646,Male,1,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,100.65,1260.6,Yes
C101647,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,104.43,4529.7,Yes
C101648,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,18.0,1242.28,Yes
C101649,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,71.11,5015.58,Yes
C101650,Male,0,Yes,Yes,35,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card,56.91,1945.77,No
C101651,Female,0,No,No,60,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,65.0,3938.44,Yes
C101652,Female,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,76.43,2957.79,No
C101653,Male,0,No,Yes,26,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.54,2110.6,Yes
C101654,Female,0,Yes,Yes,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,28.88,-13.86,Yes
C101655,Male,0,Yes,No,33,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,118.81,3910.3,No
C101656,Female,0,No,Yes,67,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,55.73,3711.13,Yes
C101657,Male,1,No,No,20,No,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer,148.91,2942.47,No
C101658,Male,0,Yes,Yes,32,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,41.73,1248.1,Yes
C101659,Female,0,No,Yes,6,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,38.27,163.43,Yes
C101660,Male,0,No,No,64,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,79.71,5157.85,No
C101661,Male,1,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,96.96,152.11,Yes
C101662,Female,0,No,No,50,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,108.21,5443.99,No
C101663,Male,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.36,2139.84,Yes
C101664,Male,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card,59.99,3462.19,Yes
C101665,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,125.98,608.7,Yes
C101666,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,58.93,1645.94,No
C101667,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,96.71,1580.67,No
C101668,Male,0,No,Yes,59,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card,18.0,1000.61,Yes
C101669,Female,0,No,Yes,21,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,21.62,450.73,Yes
C101670,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,98.98,2295.77,No
C101671,Male,0,No,No,50,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,65.55,3314.71,Yes
C101672,Female,0,No,Yes,49,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.68,4591.83,No
C101673,Male,0,Yes,Yes,10,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer,51.17,502.53,Yes
C101674,Male,1,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,20.31,1046.98,Yes
C101675,Male,0,No,No,70,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.78,5114.9,Yes
C101676,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,28.09,1145.74,No
C101677,Male,0,No,Yes,38,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.76,2863.12,No
C101678,Female,0,No,No,68,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,41.03,2800.04,No
C101679,Female,0,No,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,89.57,4270.54,Yes
C101680,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,61.9,3440.12,Yes
C101681,Female,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.94,1279.53,No
C101682,Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,80.25,1532.59,No
C101683,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card,97.87,1391.06,No
C101684,Male,0,No,No,68,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,75.47,5046.12,Yes
C101685,Male,0,Yes,Yes,50,No,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,123.47,6229.02,Yes
C101686,Female,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,122.23,7446.84,Yes
C101687,Male,0,Yes,No,36,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card,48.95,1786.95,Yes
C101688,Male,0,No,No,5,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,36.48,165.98,Yes
C101689,Female,0,No,Yes,70,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Mailed check,33.33,2390.71,Yes
C101690,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,124.08,3113.34,Yes
C101691,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,33.46,241.58,Yes
C101692,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,58.34,269.7,Yes
C101693,Male,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card,70.33,1282.0,Yes
C101694,Male,1,Yes,No,30,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,123.13,3673.41,Yes
C101695,Female,0,No,No,20,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,30.69,605.99,Yes
C101696,Male,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,102.61,2421.24,Yes
C101697,Male,0,No,No,14,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Credit card,70.42,1002.48,Yes
C101698,Male,0,Yes,No,34,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.17,2182.85,Yes
C101699,Female,0,No,Yes,48,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card,69.2,3256.7,No
C101700,Male,0,Yes,No,42,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.88,2074.8,Yes
C101701,Female,1,Yes,No,40,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,57.53,2255.48,Yes
C101702,Male,0,No,No,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,48.28,1763.67,Yes
C101703,Male,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,30.66,1687.04,No
C101704,Male,0,Yes,No,41,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,34.68,1380.0,Yes
C101705,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card,105.48,4802.71,No
C101706,Male,0,No,No,60,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,59.49,3521.81,No
C101707,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card,90.13,1150.27,No
C101708,Female,0,No,No,67,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,64.67,4293.0,No
C101709,Female,0,No,No,52,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,64.16,3330.07,Yes
C101710,Male,0,Yes,Yes,33,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,67.72,2141.74,Yes
C101711,Male,0,No,Yes,23,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,91.92,2071.81,Yes
C101712,Male,0,Yes,No,19,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.42,1001.44,Yes
C101713,Male,0,No,No,68,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,65.37,4382.29,Yes
C101714,Female,0,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,97.13,2783.61,Yes
C101715,Female,0,Yes,No,6,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,102.51,677.02,No
C101716,Female,0,No,Yes,35,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,114.56,4007.56,Yes
C101717,Male,1,No,No,37,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,41.13,1435.69,No
C101718,Female,0,Yes,Yes,51,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card,50.81,2621.09,No
C101719,Male,0,No,Yes,14,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,64.04,955.83,Yes
C101720,Female,1,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,30.55,1373.54,No
C101721,Male,0,Yes,Yes,22,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,96.17,2087.82,Yes
C101722,Male,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.65,778.04,Yes
C101723,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,65.36,2786.19,Yes
C101724,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,100.89,1350.14,Yes
C101725,Female,0,Yes,Yes,48,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,47.34,2271.9,No
C101726,Female,0,No,No,20,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,103.86,2118.59,Yes
C101727,Male,0,No,Yes,14,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,122.26,1662.19,No
C101728,Female,0,No,No,13,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.23,1064.24,Yes
C101729,Female,0,Yes,No,41,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card,69.79,2773.72,Yes
